[2025-05-24 13:27:55,896] INFO in error_handlers: Application startup
[2025-05-24 14:20:28,562] INFO in base: select pg_catalog.version()
[2025-05-24 14:20:28,562] INFO in base: [raw sql] ()
[2025-05-24 14:20:28,562] INFO in base: [raw sql] ()
[2025-05-24 14:20:29,031] INFO in base: select current_schema()
[2025-05-24 14:20:29,031] INFO in base: select current_schema()
[2025-05-24 14:20:29,031] INFO in base: [raw sql] ()
[2025-05-24 14:20:29,031] INFO in base: [raw sql] ()
[2025-05-24 14:20:29,495] INFO in base: show standard_conforming_strings
[2025-05-24 14:20:29,495] INFO in base: show standard_conforming_strings
[2025-05-24 14:20:29,496] INFO in base: [raw sql] ()
[2025-05-24 14:20:29,496] INFO in base: [raw sql] ()
[2025-05-24 14:20:29,856] INFO in base: BEGIN (implicit)
[2025-05-24 14:20:29,856] INFO in base: BEGIN (implicit)
[2025-05-24 14:20:29,857] INFO in base: COMMIT
[2025-05-24 14:20:29,857] INFO in base: COMMIT
[2025-05-24 14:24:30,930] INFO in base: BEGIN (implicit)
[2025-05-24 14:24:30,930] INFO in base: BEGIN (implicit)
[2025-05-24 14:24:30,968] INFO in base: SELECT users.email, users.password_hash, users.name, users.avatar, users.role, users.phone, users.country, users.timezone, users.skills, users.bio, users.languages, users.certifications, users.social_links, users.organization_name, users.organization_website, users.organization_size, users.industry, users.specializations, users.mentorship_areas, users.is_online, users.last_seen, users.preferences, users.is_team_lead, users.permissions, users.active_hackathons, users.completed_hackathons, users.active_teams, users.rating, users.achievement_count, users.reputation_score, users.communication_preferences, users.notification_settings, users.availability, users.email_verified, users.phone_verified, users.verification_token, users.verification_expires, users.reset_token, users.reset_token_expires, users.totp_secret, users.account_locked, users.account_locked_until, users.failed_login_attempts, users.last_login, users.password_changed_at, users.accepted_terms, users.accepted_privacy_policy, users.id, users.created_at, users.updated_at, users.is_deleted 
FROM users 
WHERE users.email = $1::VARCHAR
[2025-05-24 14:24:30,968] INFO in base: SELECT users.email, users.password_hash, users.name, users.avatar, users.role, users.phone, users.country, users.timezone, users.skills, users.bio, users.languages, users.certifications, users.social_links, users.organization_name, users.organization_website, users.organization_size, users.industry, users.specializations, users.mentorship_areas, users.is_online, users.last_seen, users.preferences, users.is_team_lead, users.permissions, users.active_hackathons, users.completed_hackathons, users.active_teams, users.rating, users.achievement_count, users.reputation_score, users.communication_preferences, users.notification_settings, users.availability, users.email_verified, users.phone_verified, users.verification_token, users.verification_expires, users.reset_token, users.reset_token_expires, users.totp_secret, users.account_locked, users.account_locked_until, users.failed_login_attempts, users.last_login, users.password_changed_at, users.accepted_terms, users.accepted_privacy_policy, users.id, users.created_at, users.updated_at, users.is_deleted 
FROM users 
WHERE users.email = $1::VARCHAR
[2025-05-24 14:24:30,971] INFO in base: [generated in 0.00264s] ('it.zm2x@gmail.com',)
[2025-05-24 14:24:30,971] INFO in base: [generated in 0.00264s] ('it.zm2x@gmail.com',)
[2025-05-24 14:24:31,317] INFO in base: ROLLBACK
[2025-05-24 14:24:31,317] INFO in base: ROLLBACK
[2025-05-24 14:25:52,994] INFO in base: BEGIN (implicit)
[2025-05-24 14:25:52,994] INFO in base: BEGIN (implicit)
[2025-05-24 14:25:52,995] INFO in base: SELECT users.email, users.password_hash, users.name, users.avatar, users.role, users.phone, users.country, users.timezone, users.skills, users.bio, users.languages, users.certifications, users.social_links, users.organization_name, users.organization_website, users.organization_size, users.industry, users.specializations, users.mentorship_areas, users.is_online, users.last_seen, users.preferences, users.is_team_lead, users.permissions, users.active_hackathons, users.completed_hackathons, users.active_teams, users.rating, users.achievement_count, users.reputation_score, users.communication_preferences, users.notification_settings, users.availability, users.email_verified, users.phone_verified, users.verification_token, users.verification_expires, users.reset_token, users.reset_token_expires, users.totp_secret, users.account_locked, users.account_locked_until, users.failed_login_attempts, users.last_login, users.password_changed_at, users.accepted_terms, users.accepted_privacy_policy, users.id, users.created_at, users.updated_at, users.is_deleted 
FROM users 
WHERE users.email = $1::VARCHAR
[2025-05-24 14:25:52,995] INFO in base: SELECT users.email, users.password_hash, users.name, users.avatar, users.role, users.phone, users.country, users.timezone, users.skills, users.bio, users.languages, users.certifications, users.social_links, users.organization_name, users.organization_website, users.organization_size, users.industry, users.specializations, users.mentorship_areas, users.is_online, users.last_seen, users.preferences, users.is_team_lead, users.permissions, users.active_hackathons, users.completed_hackathons, users.active_teams, users.rating, users.achievement_count, users.reputation_score, users.communication_preferences, users.notification_settings, users.availability, users.email_verified, users.phone_verified, users.verification_token, users.verification_expires, users.reset_token, users.reset_token_expires, users.totp_secret, users.account_locked, users.account_locked_until, users.failed_login_attempts, users.last_login, users.password_changed_at, users.accepted_terms, users.accepted_privacy_policy, users.id, users.created_at, users.updated_at, users.is_deleted 
FROM users 
WHERE users.email = $1::VARCHAR
[2025-05-24 14:25:52,996] INFO in base: [cached since 82.03s ago] ('it.zm2x@gmail.com',)
[2025-05-24 14:25:52,996] INFO in base: [cached since 82.03s ago] ('it.zm2x@gmail.com',)
[2025-05-24 14:25:53,365] INFO in base: ROLLBACK
[2025-05-24 14:25:53,365] INFO in base: ROLLBACK
[2025-05-24 14:44:00,236] INFO in error_handlers: Application startup
[2025-05-24 14:44:01,193] INFO in error_handlers: Application startup
[2025-05-24 14:44:01,266] INFO in error_handlers: Application startup
[2025-05-24 14:44:01,266] INFO in error_handlers: Application startup
[2025-05-24 14:45:50,586] INFO in error_handlers: Application startup
[2025-05-24 14:45:51,476] INFO in error_handlers: Application startup
[2025-05-24 14:45:51,538] INFO in error_handlers: Application startup
[2025-05-24 14:45:51,538] INFO in error_handlers: Application startup
[2025-05-24 14:48:05,001] INFO in error_handlers: Application startup
[2025-05-24 14:48:05,078] INFO in error_handlers: Application startup
[2025-05-24 14:48:05,078] INFO in error_handlers: Application startup
[2025-05-24 14:48:17,461] INFO in error_handlers: Application startup
[2025-05-24 14:48:17,584] INFO in error_handlers: Application startup
[2025-05-24 14:48:17,584] INFO in error_handlers: Application startup
[2025-05-24 14:48:25,397] INFO in error_handlers: Application startup
[2025-05-24 14:48:25,469] INFO in error_handlers: Application startup
[2025-05-24 14:48:25,469] INFO in error_handlers: Application startup
[2025-05-24 14:50:40,010] INFO in error_handlers: Application startup
[2025-05-24 14:50:40,091] INFO in error_handlers: Application startup
[2025-05-24 14:50:40,091] INFO in error_handlers: Application startup
[2025-05-24 14:50:41,551] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:50:41,551] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:50:58,597] INFO in db: MongoDB connection closed
[2025-05-24 14:50:58,597] INFO in db: MongoDB connection closed
[2025-05-24 14:51:00,124] INFO in error_handlers: Application startup
[2025-05-24 14:51:00,187] INFO in error_handlers: Application startup
[2025-05-24 14:51:00,187] INFO in error_handlers: Application startup
[2025-05-24 14:51:01,614] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:51:01,614] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:51:01,614] INFO in app: MongoDB connection initialized
[2025-05-24 14:51:01,614] INFO in app: MongoDB connection initialized
[2025-05-24 14:52:20,278] INFO in db: MongoDB connection closed
[2025-05-24 14:52:20,278] INFO in db: MongoDB connection closed
[2025-05-24 14:52:20,278] INFO in app: MongoDB connection closed
[2025-05-24 14:52:20,278] INFO in app: MongoDB connection closed
[2025-05-24 14:52:22,991] INFO in error_handlers: Application startup
[2025-05-24 14:52:23,992] INFO in error_handlers: Application startup
[2025-05-24 14:52:24,055] INFO in error_handlers: Application startup
[2025-05-24 14:52:24,055] INFO in error_handlers: Application startup
[2025-05-24 14:52:25,605] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:52:25,605] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:52:25,605] INFO in app: MongoDB connection initialized
[2025-05-24 14:52:25,605] INFO in app: MongoDB connection initialized
[2025-05-24 14:55:38,423] INFO in db: MongoDB connection closed
[2025-05-24 14:55:38,423] INFO in db: MongoDB connection closed
[2025-05-24 14:55:38,424] INFO in app: MongoDB connection closed
[2025-05-24 14:55:38,424] INFO in app: MongoDB connection closed
[2025-05-24 14:55:40,407] INFO in error_handlers: Application startup
[2025-05-24 14:55:40,513] INFO in error_handlers: Application startup
[2025-05-24 14:55:40,513] INFO in error_handlers: Application startup
[2025-05-24 14:55:42,005] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:55:42,005] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:55:42,006] INFO in app: MongoDB connection initialized
[2025-05-24 14:55:42,006] INFO in app: MongoDB connection initialized
[2025-05-24 14:56:00,369] INFO in db: MongoDB connection closed
[2025-05-24 14:56:00,369] INFO in db: MongoDB connection closed
[2025-05-24 14:56:00,370] INFO in app: MongoDB connection closed
[2025-05-24 14:56:00,370] INFO in app: MongoDB connection closed
[2025-05-24 14:56:01,856] INFO in error_handlers: Application startup
[2025-05-24 14:56:01,935] INFO in error_handlers: Application startup
[2025-05-24 14:56:01,935] INFO in error_handlers: Application startup
[2025-05-24 14:56:03,456] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:56:03,456] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:56:03,456] INFO in app: MongoDB connection initialized
[2025-05-24 14:56:03,456] INFO in app: MongoDB connection initialized
[2025-05-24 14:56:46,395] INFO in db: MongoDB connection closed
[2025-05-24 14:56:46,395] INFO in db: MongoDB connection closed
[2025-05-24 14:56:46,396] INFO in app: MongoDB connection closed
[2025-05-24 14:56:46,396] INFO in app: MongoDB connection closed
[2025-05-24 14:56:50,094] INFO in error_handlers: Application startup
[2025-05-24 14:56:51,231] INFO in error_handlers: Application startup
[2025-05-24 14:56:51,347] INFO in error_handlers: Application startup
[2025-05-24 14:56:51,347] INFO in error_handlers: Application startup
[2025-05-24 14:56:52,920] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:56:52,920] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:56:52,921] INFO in app: MongoDB connection initialized
[2025-05-24 14:56:52,921] INFO in app: MongoDB connection initialized
[2025-05-24 14:58:10,999] INFO in db: MongoDB connection closed
[2025-05-24 14:58:10,999] INFO in db: MongoDB connection closed
[2025-05-24 14:58:10,999] INFO in app: MongoDB connection closed
[2025-05-24 14:58:10,999] INFO in app: MongoDB connection closed
[2025-05-24 14:58:12,367] INFO in error_handlers: Application startup
[2025-05-24 14:58:12,445] INFO in error_handlers: Application startup
[2025-05-24 14:58:12,445] INFO in error_handlers: Application startup
[2025-05-24 14:58:12,446] INFO in db: Initializing new database connection...
[2025-05-24 14:58:12,446] INFO in db: Initializing new database connection...
[2025-05-24 14:58:14,152] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:58:14,152] INFO in db: Successfully connected to MongoDB database: CloudHub
[2025-05-24 14:58:14,152] INFO in app: MongoDB connection initialized
[2025-05-24 14:58:14,152] INFO in app: MongoDB connection initialized
[2025-05-24 14:58:21,645] INFO in db: Closing database connection...
[2025-05-24 14:58:21,645] INFO in db: Closing database connection...
[2025-05-24 14:58:21,675] INFO in db: MongoDB connection closed
[2025-05-24 14:58:21,675] INFO in db: MongoDB connection closed
[2025-05-24 14:58:21,675] INFO in app: MongoDB connection closed
[2025-05-24 14:58:21,675] INFO in app: MongoDB connection closed
